year,sex,age_class,filename,url,http_status,content_length_bytes,accept_ranges,etag,last_modified,method,size_gb
2003,m,0,bra_m_0_2003.tif,https://data.worldpop.org/GIS/AgeSex_structures/Global_2000_2020/2003/BRA/bra_m_0_2003.tif,200,3867285735,bytes,"""e68218e7-57b4a3ab459ab""","Fri, 23 Nov 2018 00:40:26 GMT",HEAD,3.601690507493913
2003,m,1,bra_m_1_2003.tif,https://data.worldpop.org/GIS/AgeSex_structures/Global_2000_2020/2003/BRA/bra_m_1_2003.tif,200,3867077587,bytes,"""e67eebd3-57b4a4ab2b451""","Fri, 23 Nov 2018 00:44:54 GMT",HEAD,3.601496654562652
2003,m,5,bra_m_5_2003.tif,https://data.worldpop.org/GIS/AgeSex_structures/Global_2000_2020/2003/BRA/bra_m_5_2003.tif,200,3867048197,bytes,"""e67e7905-57b4a75d7063f""","Fri, 23 Nov 2018 00:56:58 GMT",HEAD,3.601469282992184
2003,m,10,bra_m_10_2003.tif,https://data.worldpop.org/GIS/AgeSex_structures/Global_2000_2020/2003/BRA/bra_m_10_2003.tif,200,3866983633,bytes,"""e67d7cd1-57b4a4057b844""","Fri, 23 Nov 2018 00:42:00 GMT",HEAD,3.6014091530814767
2003,m,15,bra_m_15_2003.tif,https://data.worldpop.org/GIS/AgeSex_structures/Global_2000_2020/2003/BRA/bra_m_15_2003.tif,200,3866837376,bytes,"""e67b4180-57b4a45c2fc5d""","Fri, 23 Nov 2018 00:43:31 GMT",HEAD,3.601272940635681
2003,m,20,bra_m_20_2003.tif,https://data.worldpop.org/GIS/AgeSex_structures/Global_2000_2020/2003/BRA/bra_m_20_2003.tif,200,3867151259,bytes,"""e6800b9b-57b4a4f5369f5""","Fri, 23 Nov 2018 00:46:12 GMT",HEAD,3.601565266959369
2003,m,25,bra_m_25_2003.tif,https://data.worldpop.org/GIS/AgeSex_structures/Global_2000_2020/2003/BRA/bra_m_25_2003.tif,200,3867133344,bytes,"""e67fc5a0-57b4a53fac541""","Fri, 23 Nov 2018 00:47:30 GMT",HEAD,3.601548582315445
2003,m,30,bra_m_30_2003.tif,https://data.worldpop.org/GIS/AgeSex_structures/Global_2000_2020/2003/BRA/bra_m_30_2003.tif,200,3866951969,bytes,"""e67d0121-57b4a58c7416a""","Fri, 23 Nov 2018 00:48:50 GMT",HEAD,3.601379663683474
2003,m,35,bra_m_35_2003.tif,https://data.worldpop.org/GIS/AgeSex_structures/Global_2000_2020/2003/BRA/bra_m_35_2003.tif,200,3866884608,bytes,"""e67bfa00-57b4a5dd13dc2""","Fri, 23 Nov 2018 00:50:15 GMT",HEAD,3.6013169288635254
2003,m,40,bra_m_40_2003.tif,https://data.worldpop.org/GIS/AgeSex_structures/Global_2000_2020/2003/BRA/bra_m_40_2003.tif,200,3867122027,bytes,"""e67f996b-57b4a6334724d""","Fri, 23 Nov 2018 00:51:45 GMT",HEAD,3.601538042537868
2003,m,45,bra_m_45_2003.tif,https://data.worldpop.org/GIS/AgeSex_structures/Global_2000_2020/2003/BRA/bra_m_45_2003.tif,200,3867090836,bytes,"""e67f1f94-57b4a685e502b""","Fri, 23 Nov 2018 00:53:12 GMT",HEAD,3.601508993655443
2003,m,50,bra_m_50_2003.tif,https://data.worldpop.org/GIS/AgeSex_structures/Global_2000_2020/2003/BRA/bra_m_50_2003.tif,200,3867197203,bytes,"""e680bf13-57b4a6d13ac33""","Fri, 23 Nov 2018 00:54:31 GMT",HEAD,3.6016080556437373
2003,m,55,bra_m_55_2003.tif,https://data.worldpop.org/GIS/AgeSex_structures/Global_2000_2020/2003/BRA/bra_m_55_2003.tif,200,3867194194,bytes,"""e680b352-57b4a71b4a17a""","Fri, 23 Nov 2018 00:55:49 GMT",HEAD,3.6016052532941103
2003,m,60,bra_m_60_2003.tif,https://data.worldpop.org/GIS/AgeSex_structures/Global_2000_2020/2003/BRA/bra_m_60_2003.tif,200,3867246512,bytes,"""e6817fb0-57b4a7a6a01d2""","Fri, 23 Nov 2018 00:58:15 GMT",HEAD,3.601653978228569
2003,m,65,bra_m_65_2003.tif,https://data.worldpop.org/GIS/AgeSex_structures/Global_2000_2020/2003/BRA/bra_m_65_2003.tif,200,3867267982,bytes,"""e681d38e-57b4a7ef480c6""","Fri, 23 Nov 2018 00:59:31 GMT",HEAD,3.601673973724246
2003,m,70,bra_m_70_2003.tif,https://data.worldpop.org/GIS/AgeSex_structures/Global_2000_2020/2003/BRA/bra_m_70_2003.tif,200,3867356192,bytes,"""e6832c20-57b4a841a3837""","Fri, 23 Nov 2018 01:00:57 GMT",HEAD,3.601756125688553
2003,m,75,bra_m_75_2003.tif,https://data.worldpop.org/GIS/AgeSex_structures/Global_2000_2020/2003/BRA/bra_m_75_2003.tif,200,3867322297,bytes,"""e682a7b9-57b4a88ab2b38""","Fri, 23 Nov 2018 01:02:14 GMT",HEAD,3.6017245585098863
2003,m,80,bra_m_80_2003.tif,https://data.worldpop.org/GIS/AgeSex_structures/Global_2000_2020/2003/BRA/bra_m_80_2003.tif,200,3867415807,bytes,"""e68414ff-57b4a8d7848c7""","Fri, 23 Nov 2018 01:03:34 GMT",HEAD,3.6018116464838386
